"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_yd","C. Wilson","WR","MIA","SF","2022-12-04T21:05:00Z","7.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","J. Waddle","WR","MIA","SF","2022-12-04T21:05:00Z","5.5","over","117","undefined","null","null","under","-156","undefined","null","null"
"recv_yd","J. Waddle","WR","MIA","SF","2022-12-04T21:05:00Z","65.5","over","-120","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","J. Wilson Jr.","RB","MIA","SF","2022-12-04T21:05:00Z","2.5","over","136","undefined","null","null","under","-185","undefined","null","null"
"recv_yd","J. Wilson Jr.","RB","MIA","SF","2022-12-04T21:05:00Z","14.5","over","-117","undefined","null","null","under","-116","undefined","null","null"
"rush_att","J. Wilson Jr.","RB","MIA","SF","2022-12-04T21:05:00Z","11.5","over","-144","undefined","null","null","under","108","undefined","null","null"
"rush_recv_yd","J. Wilson Jr.","RB","MIA","SF","2022-12-04T21:05:00Z","65.5","over","-115","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","J. Wilson Jr.","RB","MIA","SF","2022-12-04T21:05:00Z","46.5","over","-109","undefined","null","null","under","-124","undefined","null","null"
"recv_rec","M. Gesicki","TE","MIA","SF","2022-12-04T21:05:00Z","1.5","over","-187","undefined","null","null","under","136","undefined","null","null"
"recv_yd","M. Gesicki","TE","MIA","SF","2022-12-04T21:05:00Z","20.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","T. Sherfield","WR","MIA","SF","2022-12-04T21:05:00Z","2.5","over","125","undefined","null","null","under","-172","undefined","null","null"
"recv_yd","T. Sherfield","WR","MIA","SF","2022-12-04T21:05:00Z","23.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"pass_att","T. Tagovailoa","QB","MIA","SF","2022-12-04T21:05:00Z","34.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"pass_comp","T. Tagovailoa","QB","MIA","SF","2022-12-04T21:05:00Z","22.5","over","-128","undefined","null","null","under","-105","undefined","null","null"
"pass_int","T. Tagovailoa","QB","MIA","SF","2022-12-04T21:05:00Z","0.5","over","114","undefined","null","null","under","-153","undefined","null","null"
"pass_td","T. Tagovailoa","QB","MIA","SF","2022-12-04T21:05:00Z","1.5","over","-141","undefined","null","null","under","107","undefined","null","null"
"pass_yd","T. Tagovailoa","QB","MIA","SF","2022-12-04T21:05:00Z","269.5","over","-116","-0.0442313625944441","null","null","under","-116","-0.029828135694444757","null","null"
"rush_yd","T. Tagovailoa","QB","MIA","SF","2022-12-04T21:05:00Z","5.5","over","-123","undefined","null","null","under","-109","undefined","null","null"
"recv_rec","T. Hill","WR","MIA","SF","2022-12-04T21:05:00Z","7.5","over","113","undefined","null","null","under","-156","undefined","null","null"
"recv_yd","T. Hill","WR","MIA","SF","2022-12-04T21:05:00Z","90.5","over","-114","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","B. Aiyuk","WR","SF","MIA","2022-12-04T21:05:00Z","4.5","over","-107","undefined","null","null","under","-124","undefined","null","null"
"recv_yd","B. Aiyuk","WR","SF","MIA","2022-12-04T21:05:00Z","58.5","over","-114","undefined","null","null","under","-114","undefined","null","null"
"recv_rec","C. McCaffrey","RB","SF","MIA","2022-12-04T21:05:00Z","4.5","over","-133","undefined","null","null","under","100","undefined","null","null"
"recv_yd","C. McCaffrey","RB","SF","MIA","2022-12-04T21:05:00Z","36.5","over","-117","undefined","null","null","under","-112","undefined","null","null"
"rush_recv_yd","C. McCaffrey","RB","SF","MIA","2022-12-04T21:05:00Z","92.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","C. McCaffrey","RB","SF","MIA","2022-12-04T21:05:00Z","50.5","over","-106","undefined","null","null","under","-127","undefined","null","null"
"recv_rec","D. Samuel","WR","SF","MIA","2022-12-04T21:05:00Z","4.5","over","108","undefined","null","null","under","-138","undefined","null","null"
"recv_yd","D. Samuel","WR","SF","MIA","2022-12-04T21:05:00Z","42.5","over","-114","undefined","null","null","under","-120","undefined","null","null"
"recv_rec","G. Kittle","TE","SF","MIA","2022-12-04T21:05:00Z","3.5","over","-155","undefined","null","null","under","115","undefined","null","null"
"recv_yd","G. Kittle","TE","SF","MIA","2022-12-04T21:05:00Z","45.5","over","-115","undefined","null","null","under","-110","undefined","null","null"
"recv_rec","J. Jennings","WR","SF","MIA","2022-12-04T21:05:00Z","2.5","over","125","undefined","null","null","under","-167","undefined","null","null"
"recv_yd","J. Jennings","WR","SF","MIA","2022-12-04T21:05:00Z","23.5","over","-118","undefined","null","null","under","-113","undefined","null","null"
"pass_att","J. Garoppolo","QB","SF","MIA","2022-12-04T21:05:00Z","33.5","over","-107","undefined","null","null","under","-127","undefined","null","null"
"pass_comp","J. Garoppolo","QB","SF","MIA","2022-12-04T21:05:00Z","22.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"pass_int","J. Garoppolo","QB","SF","MIA","2022-12-04T21:05:00Z","0.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"pass_td","J. Garoppolo","QB","SF","MIA","2022-12-04T21:05:00Z","1.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"pass_yd","J. Garoppolo","QB","SF","MIA","2022-12-04T21:05:00Z","248.5","over","-113","-0.025787793427230143","null","null","under","-113","-0.035287793427230096","null","null"
"rush_yd","J. Garoppolo","QB","SF","MIA","2022-12-04T21:05:00Z","3.5","over","-105","undefined","null","null","under","-129","undefined","null","null"
"recv_yd","B. Skowronek","WR","LA","SEA","2022-12-04T21:05:00Z","21","over","-113","undefined","null","null","under","-113","undefined","null","null"
"pass_int","J. Wolford","QB","LA","SEA","2022-12-04T21:05:00Z","0.5","over","-217","undefined","null","null","under","158","undefined","null","null"
"pass_td","J. Wolford","QB","LA","SEA","2022-12-04T21:05:00Z","1.5","over","195","undefined","null","null","under","-274","undefined","null","null"
"recv_yd","K. Williams","RB","LA","SEA","2022-12-04T21:05:00Z","14.5","over","-130","undefined","null","null","under","-102","undefined","null","null"
"rush_recv_yd","K. Williams","RB","LA","SEA","2022-12-04T21:05:00Z","50.5","over","-122","undefined","null","null","under","-110","undefined","null","null"
"rush_yd","K. Williams","RB","LA","SEA","2022-12-04T21:05:00Z","31.5","over","-139","undefined","null","null","under","104","undefined","null","null"
"recv_rec","T. Higbee","TE","LA","SEA","2022-12-04T21:05:00Z","4.5","over","108","undefined","null","null","under","-138","undefined","null","null"
"recv_yd","T. Higbee","TE","LA","SEA","2022-12-04T21:05:00Z","40.5","over","-113","undefined","null","null","under","-113","undefined","null","null"
"recv_rec","V. Jefferson","WR","LA","SEA","2022-12-04T21:05:00Z","3.5","over","101","undefined","null","null","under","-136","undefined","null","null"
"recv_yd","V. Jefferson","WR","LA","SEA","2022-12-04T21:05:00Z","42.5","over","-102","undefined","null","null","under","-132","undefined","null","null"
"recv_rec","D. Metcalf","WR","SEA","LA","2022-12-04T21:05:00Z","5.5","over","110","undefined","null","null","under","-147","undefined","null","null"
"recv_yd","D. Metcalf","WR","SEA","LA","2022-12-04T21:05:00Z","66.5","over","-105","undefined","null","null","under","-128","undefined","null","null"
"pass_att","G. Smith","QB","SEA","LA","2022-12-04T21:05:00Z","32.5","over","-118","undefined","null","null","under","-114","undefined","null","null"
"pass_comp","G. Smith","QB","SEA","LA","2022-12-04T21:05:00Z","22.5","over","-124","undefined","null","null","under","-109","undefined","null","null"
"pass_int","G. Smith","QB","SEA","LA","2022-12-04T21:05:00Z","0.5","over","114","undefined","null","null","under","-155","undefined","null","null"
"pass_td","G. Smith","QB","SEA","LA","2022-12-04T21:05:00Z","1.5","over","-131","undefined","null","null","under","-101","undefined","null","null"
"pass_yd","G. Smith","QB","SEA","LA","2022-12-04T21:05:00Z","251.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
