playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478971,2022,Connor Ingram,ARI,G,all,8,25991.0,25.22,33.0,424.0,17.08,14.0,52.13,42.0,235.62,246.0,5.56,1.0,129.98,110.0,91.15,111.0,24.27,220.0,79.0,24.0,7.56,10.12,7.54,11.0,15.0,7.0,101.0,0.0,0.0
8478971,2022,Connor Ingram,ARI,G,5on5,8,20211.0,15.95,25.0,303.0,11.15,10.0,38.29,31.0,165.79,170.0,4.41,1.0,89.59,73.0,65.81,78.0,15.53,160.0,50.0,16.0,5.38,6.25,4.31,9.0,12.0,4.0,77.0,0.0,0.0
8478971,2022,Connor Ingram,ARI,G,4on5,8,3006.0,6.34,7.0,82.0,4.09,2.0,8.96,5.0,44.92,47.0,0.23,0.0,27.13,25.0,14.05,20.0,5.97,37.0,20.0,5.0,1.23,2.77,2.34,2.0,3.0,2.0,20.0,0.0,0.0
8478971,2022,Connor Ingram,ARI,G,5on4,8,2143.0,0.95,0.0,12.0,0.53,0.0,1.18,2.0,8.03,9.0,0.75,0.0,2.74,1.0,5.35,8.0,0.94,6.0,4.0,1.0,0.27,0.47,0.21,0.0,0.0,0.0,1.0,0.0,0.0
8471306,2022,Thomas Greiss,STL,G,other,10,578.0,1.5,3.0,15.0,1.15,1.0,2.16,2.0,11.23,12.0,0.3,0.0,5.44,5.0,3.39,3.0,1.47,10.0,2.0,2.0,0.32,0.34,0.85,1.0,0.0,2.0,1.0,0.0,0.0
8471306,2022,Thomas Greiss,STL,G,all,10,32902.0,30.62,32.0,576.0,22.74,31.0,77.93,77.0,329.53,339.0,8.4,15.0,178.96,134.0,134.75,175.0,29.59,329.0,98.0,29.0,10.03,11.87,8.72,12.0,10.0,10.0,120.0,0.0,0.0
8471306,2022,Thomas Greiss,STL,G,5on5,10,27447.0,24.16,23.0,489.0,18.09,27.0,67.0,65.0,273.82,283.0,6.58,13.0,148.22,109.0,112.34,149.0,23.3,274.0,82.0,23.0,8.02,9.95,6.2,8.0,10.0,5.0,110.0,0.0,0.0
8471306,2022,Thomas Greiss,STL,G,4on5,10,2163.0,3.99,4.0,59.0,3.05,3.0,7.49,10.0,34.99,33.0,0.17,1.0,22.32,19.0,11.97,13.0,3.86,37.0,10.0,3.0,1.42,1.12,1.44,1.0,0.0,3.0,9.0,0.0,0.0
8471306,2022,Thomas Greiss,STL,G,5on4,10,2714.0,0.96,2.0,13.0,0.44,0.0,1.27,0.0,9.49,11.0,1.35,1.0,2.98,1.0,7.05,10.0,0.96,8.0,4.0,1.0,0.27,0.46,0.23,2.0,0.0,0.0,0.0,0.0,0.0
8477970,2022,Vitek Vanecek,NJD,G,other,20,1780.0,2.38,5.0,38.0,1.18,2.0,2.86,1.0,16.3,14.0,0.59,0.0,10.5,12.0,4.57,2.0,2.15,14.0,5.0,3.0,0.65,0.51,1.23,2.0,1.0,2.0,16.0,0.0,0.0
8477970,2022,Vitek Vanecek,NJD,G,all,20,65197.0,41.56,43.0,948.0,32.99,40.0,115.65,82.0,501.32,489.0,20.63,17.0,277.22,237.0,207.8,279.0,40.3,522.0,133.0,37.0,13.82,15.94,11.79,12.0,14.0,17.0,256.0,2.0,1.0
8477970,2022,Vitek Vanecek,NJD,G,5on5,20,52282.0,28.97,28.0,729.0,23.5,27.0,92.78,74.0,382.47,376.0,16.83,15.0,208.11,176.0,162.7,214.0,28.3,404.0,102.0,23.0,10.86,12.21,5.91,9.0,10.0,9.0,200.0,2.0,1.0
8477970,2022,Vitek Vanecek,NJD,G,4on5,20,6055.0,8.83,10.0,155.0,7.54,11.0,17.52,6.0,85.99,86.0,0.43,0.0,53.17,44.0,29.12,47.0,8.49,89.0,20.0,10.0,1.9,2.52,4.41,1.0,3.0,6.0,36.0,0.0,0.0
8477970,2022,Vitek Vanecek,NJD,G,5on4,20,5080.0,1.37,0.0,26.0,0.76,0.0,2.49,1.0,16.56,13.0,2.78,2.0,5.45,5.0,11.42,16.0,1.36,15.0,6.0,1.0,0.43,0.7,0.24,0.0,0.0,0.0,4.0,0.0,0.0
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,other,8,743.0,2.04,4.0,21.0,0.95,1.0,2.13,2.0,11.43,10.0,0.56,2.0,7.61,6.0,2.85,2.0,1.97,12.0,2.0,2.0,0.38,0.25,1.42,1.0,1.0,2.0,5.0,0.0,0.0
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,all,8,28803.0,29.78,30.0,432.0,17.96,30.0,55.13,61.0,248.48,243.0,8.4,14.0,137.92,100.0,94.81,115.0,28.48,238.0,71.0,35.0,7.67,8.89,13.22,6.0,11.0,13.0,88.0,0.0,0.0
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,5on5,8,23504.0,19.14,16.0,339.0,13.24,23.0,44.33,51.0,189.82,187.0,6.21,10.0,104.52,67.0,77.2,101.0,18.47,184.0,61.0,20.0,6.11,7.58,5.45,5.0,9.0,2.0,74.0,0.0,0.0
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,4on5,8,1826.0,7.75,9.0,66.0,3.46,6.0,8.12,7.0,42.14,41.0,0.06,0.0,24.41,27.0,11.97,8.0,7.2,40.0,5.0,12.0,1.15,0.6,6.01,0.0,0.0,9.0,9.0,0.0,0.0
8480045,2022,Ukko-Pekka Luukkonen,BUF,G,5on4,8,2730.0,0.84,1.0,6.0,0.3,0.0,0.56,1.0,5.08,5.0,1.56,2.0,1.38,0.0,2.78,4.0,0.84,2.0,3.0,1.0,0.04,0.46,0.35,0.0,1.0,0.0,0.0,0.0,0.0
8480420,2022,Collin Delia,VAN,G,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480420,2022,Collin Delia,VAN,G,all,1,2595.0,2.75,2.0,38.0,1.64,3.0,4.76,2.0,22.23,17.0,0.68,1.0,11.61,12.0,8.59,9.0,2.67,19.0,7.0,4.0,0.53,0.9,1.32,0.0,0.0,2.0,8.0,0.0,0.0
8480420,2022,Collin Delia,VAN,G,5on5,1,2462.0,2.73,2.0,37.0,1.58,3.0,4.64,2.0,21.48,17.0,0.66,1.0,11.07,12.0,8.35,8.0,2.65,18.0,7.0,4.0,0.51,0.9,1.32,0.0,0.0,2.0,8.0,0.0,0.0
8480420,2022,Collin Delia,VAN,G,4on5,1,120.0,0.02,0.0,1.0,0.06,0.0,0.12,0.0,0.76,0.0,0.0,0.0,0.54,0.0,0.24,1.0,0.02,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480420,2022,Collin Delia,VAN,G,5on4,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478406,2022,Mackenzie Blackwood,NJD,G,other,7,843.0,1.43,2.0,26.0,0.84,2.0,2.02,0.0,9.89,9.0,0.14,2.0,7.36,7.0,2.94,4.0,1.22,7.0,7.0,1.0,0.34,0.83,0.26,0.0,2.0,0.0,11.0,0.0,0.0
8478406,2022,Mackenzie Blackwood,NJD,G,all,7,21966.0,14.05,17.0,300.0,10.85,16.0,34.77,40.0,149.96,142.0,7.92,8.0,87.76,67.0,62.2,71.0,13.46,158.0,45.0,12.0,5.19,5.28,3.58,8.0,6.0,3.0,85.0,0.0,0.0
8478406,2022,Mackenzie Blackwood,NJD,G,5on5,7,17455.0,10.12,11.0,223.0,7.61,11.0,26.72,32.0,111.35,103.0,6.67,6.0,63.57,47.0,46.98,55.0,9.89,119.0,32.0,8.0,3.99,3.7,2.44,7.0,2.0,2.0,64.0,0.0,0.0
8478406,2022,Mackenzie Blackwood,NJD,G,4on5,7,1959.0,1.98,3.0,41.0,2.02,3.0,4.85,7.0,22.01,23.0,0.1,0.0,14.19,12.0,7.25,5.0,1.84,24.0,5.0,2.0,0.7,0.61,0.67,1.0,1.0,1.0,10.0,0.0,0.0
8478406,2022,Mackenzie Blackwood,NJD,G,5on4,7,1709.0,0.52,1.0,10.0,0.38,0.0,1.18,1.0,6.71,7.0,1.01,0.0,2.64,1.0,5.03,7.0,0.51,8.0,1.0,1.0,0.16,0.14,0.21,0.0,1.0,0.0,0.0,0.0,0.0
8467950,2022,Craig Anderson,BUF,G,other,12,636.0,3.06,1.0,18.0,0.74,1.0,1.82,2.0,11.11,11.0,0.23,0.0,5.82,5.0,3.14,6.0,2.45,5.0,6.0,4.0,0.23,0.69,2.15,0.0,0.0,1.0,3.0,0.0,0.0
8467950,2022,Craig Anderson,BUF,G,all,12,41201.0,35.15,31.0,650.0,25.86,33.0,86.6,89.0,368.32,394.0,11.58,11.0,208.2,157.0,144.89,192.0,33.51,371.0,112.0,30.0,11.09,13.41,10.65,11.0,12.0,8.0,137.0,0.0,0.0
8467950,2022,Craig Anderson,BUF,G,5on5,12,32268.0,22.95,23.0,474.0,17.85,24.0,65.88,73.0,269.05,295.0,9.18,7.0,150.47,110.0,108.9,135.0,22.31,272.0,89.0,14.0,8.2,10.9,3.85,10.0,11.0,2.0,99.0,0.0,0.0
8467950,2022,Craig Anderson,BUF,G,4on5,12,4620.0,8.49,7.0,146.0,6.79,8.0,17.61,13.0,79.71,79.0,0.65,0.0,48.86,41.0,26.6,41.0,8.1,84.0,16.0,11.0,2.36,1.71,4.42,1.0,1.0,5.0,35.0,0.0,0.0
8467950,2022,Craig Anderson,BUF,G,5on4,12,3677.0,0.67,0.0,12.0,0.48,0.0,1.3,1.0,8.45,9.0,1.52,4.0,3.05,1.0,6.25,10.0,0.66,10.0,1.0,1.0,0.31,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0
8477831,2022,Pheonix Copley,LAK,G,other,4,539.0,0.74,2.0,15.0,0.71,0.0,1.53,4.0,8.03,9.0,0.26,0.0,5.33,3.0,2.43,1.0,0.73,8.0,3.0,0.0,0.39,0.36,0.0,1.0,1.0,0.0,4.0,0.0,0.0
8477831,2022,Pheonix Copley,LAK,G,all,4,14685.0,11.09,12.0,254.0,9.08,11.0,28.84,31.0,124.48,121.0,4.28,5.0,69.33,54.0,47.6,52.0,10.57,125.0,36.0,9.0,4.15,4.67,2.27,5.0,5.0,2.0,84.0,0.0,0.0
8477831,2022,Pheonix Copley,LAK,G,5on5,4,10934.0,6.05,5.0,174.0,5.46,6.0,20.06,17.0,82.18,69.0,3.14,4.0,44.9,37.0,32.87,41.0,5.96,90.0,19.0,3.0,2.62,2.62,0.8,3.0,2.0,0.0,62.0,0.0,0.0
8477831,2022,Pheonix Copley,LAK,G,4on5,4,1730.0,3.68,5.0,57.0,2.59,5.0,6.58,10.0,29.47,36.0,0.05,0.0,17.29,10.0,8.91,7.0,3.26,22.0,14.0,4.0,1.03,1.69,0.96,1.0,2.0,2.0,17.0,0.0,0.0
8477831,2022,Pheonix Copley,LAK,G,5on4,4,1482.0,0.62,0.0,8.0,0.33,0.0,0.67,0.0,4.8,7.0,0.82,1.0,1.82,4.0,3.39,3.0,0.62,5.0,0.0,2.0,0.12,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
8475789,2022,Jack Campbell,EDM,G,other,14,1549.0,3.59,2.0,35.0,1.6,1.0,3.49,8.0,20.25,23.0,0.34,1.0,12.4,10.0,5.24,6.0,3.36,13.0,8.0,6.0,0.44,0.95,2.2,0.0,1.0,1.0,8.0,0.0,0.0
8475789,2022,Jack Campbell,EDM,G,all,14,47259.0,42.75,53.0,740.0,28.83,35.0,96.98,98.0,414.66,423.0,13.95,17.0,225.4,191.0,162.31,181.0,41.09,417.0,102.0,51.0,12.69,12.26,17.79,13.0,19.0,21.0,170.0,2.0,1.0
8475789,2022,Jack Campbell,EDM,G,5on5,14,37324.0,26.27,36.0,565.0,20.54,30.0,76.31,71.0,310.39,312.0,10.82,13.0,168.38,144.0,127.17,139.0,25.55,326.0,76.0,27.0,9.77,9.15,7.34,13.0,15.0,8.0,136.0,2.0,1.0
8475789,2022,Jack Campbell,EDM,G,4on5,14,4369.0,11.7,14.0,123.0,6.2,4.0,15.49,18.0,73.05,77.0,0.6,0.0,41.38,33.0,21.86,27.0,10.99,67.0,16.0,16.0,2.06,1.97,7.67,0.0,3.0,11.0,24.0,0.0,0.0
8475789,2022,Jack Campbell,EDM,G,5on4,14,4017.0,1.2,1.0,17.0,0.48,0.0,1.69,1.0,10.98,11.0,2.19,3.0,3.24,4.0,8.04,9.0,1.19,11.0,2.0,2.0,0.42,0.19,0.58,0.0,0.0,1.0,2.0,0.0,0.0
8480280,2022,Jeremy Swayman,BOS,G,other,10,599.0,0.58,0.0,10.0,0.6,1.0,1.49,0.0,5.99,5.0,0.47,0.0,3.33,2.0,1.67,4.0,0.58,5.0,3.0,0.0,0.11,0.47,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8480280,2022,Jeremy Swayman,BOS,G,all,10,29538.0,21.46,23.0,372.0,14.81,18.0,47.11,43.0,205.6,204.0,10.29,11.0,109.17,74.0,80.5,117.0,21.12,184.0,75.0,21.0,5.22,9.25,6.99,6.0,11.0,6.0,92.0,0.0,0.0
8480280,2022,Jeremy Swayman,BOS,G,5on5,10,23474.0,14.91,16.0,301.0,11.02,14.0,38.06,33.0,161.18,159.0,7.74,10.0,85.8,63.0,64.9,91.0,14.63,149.0,58.0,13.0,4.47,6.93,3.51,6.0,8.0,2.0,81.0,0.0,0.0
8480280,2022,Jeremy Swayman,BOS,G,4on5,10,2620.0,4.72,6.0,49.0,2.68,3.0,6.42,8.0,29.66,30.0,0.23,0.0,17.23,8.0,8.88,15.0,4.66,24.0,12.0,5.0,0.42,1.61,2.68,0.0,3.0,3.0,8.0,0.0,0.0
8480280,2022,Jeremy Swayman,BOS,G,5on4,10,2845.0,0.98,1.0,9.0,0.37,0.0,0.71,2.0,6.54,7.0,1.77,1.0,1.78,0.0,3.99,5.0,0.98,4.0,1.0,3.0,0.1,0.08,0.8,0.0,0.0,1.0,1.0,0.0,0.0
8480193,2022,Daniil Tarasov,CBJ,G,other,8,400.0,0.82,1.0,18.0,0.68,1.0,1.58,0.0,8.07,5.0,0.18,0.0,4.92,5.0,2.72,4.0,0.78,7.0,4.0,0.0,0.31,0.51,0.0,0.0,1.0,0.0,7.0,0.0,0.0
8480193,2022,Daniil Tarasov,CBJ,G,all,8,25193.0,21.87,22.0,492.0,18.33,19.0,62.58,65.0,261.96,245.0,6.41,11.0,149.6,134.0,103.11,118.0,21.16,273.0,79.0,12.0,7.9,9.66,4.31,7.0,10.0,5.0,128.0,0.0,0.0
8480193,2022,Daniil Tarasov,CBJ,G,5on5,8,21309.0,16.65,18.0,404.0,14.34,16.0,53.31,56.0,214.79,205.0,5.45,10.0,121.96,110.0,86.72,95.0,16.14,228.0,64.0,8.0,6.52,7.91,2.22,7.0,9.0,2.0,104.0,0.0,0.0
8480193,2022,Daniil Tarasov,CBJ,G,4on5,8,2057.0,3.6,3.0,61.0,3.02,2.0,7.14,9.0,34.43,33.0,0.27,1.0,21.46,16.0,10.7,16.0,3.49,35.0,9.0,3.0,1.01,0.92,1.68,0.0,0.0,3.0,14.0,0.0,0.0
8480193,2022,Daniil Tarasov,CBJ,G,5on4,8,1427.0,0.8,0.0,9.0,0.28,0.0,0.55,0.0,4.67,2.0,0.51,0.0,1.27,3.0,2.97,3.0,0.74,3.0,2.0,1.0,0.06,0.32,0.41,0.0,0.0,0.0,3.0,0.0,0.0
8478492,2022,Ilya Samsonov,TOR,G,other,11,787.0,0.77,0.0,23.0,0.76,1.0,2.0,1.0,9.17,7.0,0.19,0.0,6.15,6.0,2.97,5.0,0.76,9.0,3.0,1.0,0.25,0.3,0.22,0.0,0.0,0.0,10.0,0.0,0.0
8478492,2022,Ilya Samsonov,TOR,G,all,11,38182.0,28.18,18.0,574.0,21.19,30.0,74.7,70.0,311.48,295.0,11.68,11.0,168.13,140.0,123.42,147.0,26.91,323.0,65.0,38.0,8.64,8.11,11.43,7.0,2.0,9.0,148.0,0.0,0.0
8478492,2022,Ilya Samsonov,TOR,G,5on5,11,30717.0,21.43,12.0,451.0,15.96,23.0,60.02,60.0,244.49,233.0,9.03,10.0,129.28,103.0,99.12,118.0,20.45,253.0,53.0,28.0,7.13,6.64,7.66,6.0,1.0,5.0,117.0,0.0,0.0
8478492,2022,Ilya Samsonov,TOR,G,4on5,11,3240.0,4.96,6.0,85.0,3.93,6.0,11.24,8.0,48.37,46.0,0.41,0.0,30.01,29.0,15.28,15.0,4.72,52.0,8.0,7.0,0.96,1.02,2.98,1.0,1.0,4.0,18.0,0.0,0.0
8478492,2022,Ilya Samsonov,TOR,G,5on4,11,3438.0,1.03,0.0,15.0,0.54,0.0,1.44,1.0,9.45,9.0,2.04,1.0,2.7,2.0,6.05,9.0,0.98,9.0,1.0,2.0,0.3,0.15,0.58,0.0,0.0,0.0,3.0,0.0,0.0
8476434,2022,John Gibson,ANA,G,other,22,1425.0,4.09,2.0,45.0,1.87,3.0,5.01,6.0,27.7,28.0,0.69,1.0,13.03,14.0,11.16,10.0,3.88,18.0,15.0,3.0,0.77,2.0,1.32,0.0,0.0,2.0,9.0,2.0,1.0
8476434,2022,John Gibson,ANA,G,all,22,71303.0,73.63,79.0,1281.0,51.93,78.0,157.86,160.0,707.8,756.0,17.2,16.0,395.35,313.0,280.46,332.0,70.06,680.0,233.0,70.0,21.18,28.6,23.85,18.0,40.0,21.0,298.0,8.0,4.0
8476434,2022,John Gibson,ANA,G,5on5,22,59327.0,53.09,52.0,1031.0,39.52,63.0,130.83,133.0,563.67,609.0,13.7,13.0,316.63,245.0,229.96,280.0,50.38,568.0,172.0,49.0,17.78,21.28,14.02,17.0,27.0,8.0,242.0,6.0,3.0
