playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8476341,2022,Anton Forsberg,OTT,G,other,16,2108.0,6.47,2.0,43.0,1.86,3.0,4.73,4.0,26.41,27.0,0.6,2.0,12.32,17.0,7.68,7.0,3.95,17.0,6.0,11.0,0.61,0.86,5.0,1.0,0.0,1.0,9.0,0.0,0.0
8476341,2022,Anton Forsberg,OTT,G,all,16,49942.0,52.53,45.0,875.0,33.96,57.0,111.11,104.0,486.34,490.0,14.38,17.0,261.26,214.0,189.67,231.0,48.23,477.0,120.0,69.0,13.56,14.82,24.15,11.0,14.0,20.0,209.0,0.0,0.0
8476341,2022,Anton Forsberg,OTT,G,5on5,16,37971.0,31.92,28.0,640.0,23.22,41.0,83.8,74.0,349.22,348.0,10.67,14.0,187.16,150.0,141.09,174.0,30.62,352.0,90.0,38.0,10.27,11.04,10.61,8.0,11.0,9.0,160.0,0.0,0.0
8476341,2022,Anton Forsberg,OTT,G,4on5,16,5571.0,11.97,12.0,163.0,7.85,11.0,19.39,21.0,91.12,91.0,0.45,1.0,54.68,40.0,29.01,41.0,11.52,90.0,19.0,17.0,2.18,2.22,7.56,2.0,1.0,9.0,37.0,0.0,0.0
8476341,2022,Anton Forsberg,OTT,G,5on4,16,4292.0,1.19,1.0,19.0,0.56,2.0,1.79,3.0,12.9,17.0,2.41,0.0,3.96,4.0,9.1,7.0,1.17,13.0,2.0,2.0,0.28,0.21,0.69,0.0,1.0,0.0,2.0,0.0,0.0
8478916,2022,Joey Daccord,SEA,G,other,1,173.0,0.02,0.0,1.0,0.04,0.0,0.17,1.0,0.74,1.0,0.07,0.0,0.56,0.0,0.19,0.0,0.02,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478916,2022,Joey Daccord,SEA,G,all,1,3600.0,2.84,4.0,69.0,2.27,3.0,7.96,13.0,35.34,40.0,0.68,1.0,20.03,16.0,15.72,13.0,2.8,40.0,7.0,3.0,1.3,0.84,0.7,2.0,1.0,1.0,19.0,0.0,0.0
8478916,2022,Joey Daccord,SEA,G,5on5,1,2783.0,2.08,4.0,55.0,1.88,2.0,6.63,12.0,28.73,32.0,0.5,1.0,16.57,13.0,12.9,9.0,2.04,33.0,7.0,1.0,1.03,0.84,0.2,2.0,1.0,1.0,14.0,0.0,0.0
8478916,2022,Joey Daccord,SEA,G,4on5,1,358.0,0.69,0.0,11.0,0.33,1.0,1.0,0.0,4.29,6.0,0.04,0.0,2.52,3.0,1.32,2.0,0.68,4.0,0.0,2.0,0.2,0.0,0.49,0.0,0.0,0.0,5.0,0.0,0.0
8478916,2022,Joey Daccord,SEA,G,5on4,1,286.0,0.06,0.0,2.0,0.03,0.0,0.16,0.0,1.57,1.0,0.06,0.0,0.39,0.0,1.31,2.0,0.06,2.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477967,2022,Thatcher Demko,VAN,G,other,15,787.0,1.73,3.0,27.0,1.18,1.0,2.95,2.0,15.95,15.0,0.2,0.0,9.14,10.0,6.45,6.0,1.63,12.0,9.0,1.0,0.42,1.11,0.2,0.0,3.0,0.0,5.0,0.0,0.0
8477967,2022,Thatcher Demko,VAN,G,all,15,51277.0,44.81,56.0,828.0,32.63,39.0,106.5,97.0,462.73,478.0,12.71,13.0,252.41,211.0,189.15,218.0,42.99,456.0,137.0,48.0,13.76,16.84,14.22,15.0,27.0,14.0,187.0,4.0,2.0
8477967,2022,Thatcher Demko,VAN,G,5on5,15,42555.0,35.22,36.0,688.0,26.34,36.0,91.6,86.0,384.78,395.0,10.29,10.0,209.84,175.0,157.14,183.0,33.74,390.0,105.0,38.0,11.69,12.9,10.64,11.0,17.0,8.0,155.0,4.0,2.0
8477967,2022,Thatcher Demko,VAN,G,4on5,15,3514.0,6.52,14.0,92.0,4.47,2.0,9.95,9.0,48.42,52.0,0.15,0.0,29.51,23.0,15.87,17.0,6.29,44.0,16.0,8.0,1.46,1.92,3.15,4.0,5.0,5.0,24.0,0.0,0.0
8477967,2022,Thatcher Demko,VAN,G,5on4,15,4421.0,1.34,3.0,21.0,0.64,0.0,2.0,0.0,13.59,16.0,2.07,3.0,3.92,3.0,9.69,12.0,1.33,10.0,7.0,1.0,0.2,0.91,0.23,0.0,2.0,1.0,3.0,0.0,0.0
8475809,2022,Scott Wedgewood,DAL,G,other,12,634.0,1.65,2.0,14.0,0.69,0.0,1.61,2.0,8.81,10.0,0.24,0.0,3.78,3.0,3.02,4.0,1.59,3.0,4.0,4.0,0.14,0.51,0.99,0.0,2.0,0.0,3.0,0.0,0.0
8475809,2022,Scott Wedgewood,DAL,G,all,12,37887.0,35.02,30.0,604.0,24.6,32.0,77.32,75.0,335.38,350.0,10.38,12.0,182.06,147.0,130.94,171.0,33.66,312.0,104.0,45.0,9.17,12.89,12.97,7.0,17.0,6.0,143.0,0.0,0.0
8475809,2022,Scott Wedgewood,DAL,G,5on5,12,30940.0,23.77,21.0,477.0,18.16,26.0,63.26,60.0,263.68,273.0,8.38,10.0,144.18,111.0,104.16,139.0,23.15,262.0,73.0,27.0,7.4,9.07,7.3,5.0,13.0,3.0,115.0,0.0,0.0
8475809,2022,Scott Wedgewood,DAL,G,4on5,12,3673.0,8.13,7.0,90.0,4.89,5.0,10.14,10.0,49.43,49.0,0.26,0.0,28.92,27.0,15.1,19.0,7.52,33.0,25.0,11.0,1.19,3.02,3.92,2.0,2.0,3.0,21.0,0.0,0.0
8475809,2022,Scott Wedgewood,DAL,G,5on4,12,2640.0,1.33,0.0,17.0,0.72,1.0,1.66,2.0,10.53,15.0,1.47,2.0,3.8,4.0,7.07,8.0,1.25,10.0,2.0,3.0,0.29,0.28,0.76,0.0,0.0,0.0,2.0,0.0,0.0
8475683,2022,Sergei Bobrovsky,FLA,G,other,18,2089.0,5.08,5.0,54.0,2.33,3.0,6.02,10.0,31.14,36.0,0.57,1.0,15.6,13.0,10.87,9.0,4.61,19.0,15.0,7.0,0.71,1.86,2.52,2.0,1.0,2.0,13.0,0.0,0.0
8475683,2022,Sergei Bobrovsky,FLA,G,all,18,60476.0,55.34,56.0,918.0,37.69,59.0,122.23,117.0,523.63,516.0,20.33,20.0,281.15,206.0,204.56,255.0,52.18,505.0,149.0,65.0,13.83,18.85,22.66,15.0,21.0,20.0,199.0,0.0,0.0
8475683,2022,Sergei Bobrovsky,FLA,G,5on5,18,46368.0,34.36,34.0,671.0,26.46,46.0,93.14,87.0,381.5,368.0,15.26,14.0,206.38,145.0,151.6,193.0,33.14,379.0,109.0,37.0,10.64,13.73,9.99,10.0,15.0,9.0,146.0,0.0,0.0
8475683,2022,Sergei Bobrovsky,FLA,G,4on5,18,5553.0,13.47,14.0,160.0,7.76,8.0,19.8,20.0,89.61,92.0,0.71,1.0,52.23,44.0,27.57,35.0,12.04,85.0,21.0,18.0,1.72,2.65,9.11,3.0,3.0,8.0,36.0,0.0,0.0
8475683,2022,Sergei Bobrovsky,FLA,G,5on4,18,6466.0,2.43,3.0,33.0,1.15,2.0,3.25,0.0,21.38,20.0,3.79,4.0,6.93,4.0,14.51,18.0,2.4,22.0,4.0,3.0,0.76,0.62,1.04,0.0,2.0,1.0,4.0,0.0,0.0
8476412,2022,Jordan Binnington,STL,G,other,23,1424.0,4.23,3.0,44.0,1.98,1.0,4.64,5.0,26.29,23.0,0.16,0.0,16.67,17.0,7.57,9.0,3.53,18.0,14.0,4.0,0.67,1.8,1.76,0.0,1.0,2.0,8.0,0.0,0.0
8476412,2022,Jordan Binnington,STL,G,all,23,78535.0,65.18,70.0,1264.0,48.32,66.0,154.22,141.0,677.41,658.0,19.94,20.0,376.1,329.0,270.76,311.0,62.07,663.0,215.0,59.0,19.72,26.01,19.46,21.0,28.0,21.0,327.0,0.0,0.0
8476412,2022,Jordan Binnington,STL,G,5on5,23,66827.0,48.3,47.0,1050.0,37.53,54.0,129.21,119.0,546.79,533.0,16.7,17.0,301.35,263.0,225.35,261.0,46.72,553.0,168.0,39.0,16.97,20.37,10.96,18.0,21.0,8.0,290.0,0.0,0.0
8476412,2022,Jordan Binnington,STL,G,4on5,23,4376.0,10.53,18.0,141.0,7.86,10.0,17.81,13.0,86.81,85.0,0.39,0.0,52.25,44.0,26.78,30.0,9.75,80.0,25.0,13.0,1.68,2.76,6.09,3.0,6.0,9.0,23.0,0.0,0.0
8476412,2022,Jordan Binnington,STL,G,5on4,23,5908.0,1.59,2.0,22.0,0.73,1.0,1.85,3.0,13.94,14.0,2.43,3.0,3.98,3.0,9.48,9.0,1.55,11.0,4.0,3.0,0.38,0.57,0.64,0.0,0.0,2.0,4.0,0.0,0.0
8478971,2022,Connor Ingram,ARI,G,other,8,631.0,1.98,1.0,27.0,1.31,2.0,3.7,4.0,16.89,20.0,0.17,0.0,10.52,11.0,5.94,5.0,1.83,17.0,5.0,2.0,0.68,0.64,0.67,0.0,0.0,1.0,3.0,0.0,0.0
